,자치구명,시설명,기본주소,위도,경도
210,중랑구,참좋은지역아동센터,서울특별시 중랑구 용마산로 442-1,37.5731571,127.0857807
211,중랑구,성심지역아동센터,서울특별시 중랑구 용마산로94길 88,37.5897873,127.0981989
212,중랑구,솔로몬지역아동센터,서울특별시 중랑구 망우로 73길 83,0.0,0.0
213,중랑구,만나지역아동센터,서울특별시 중랑구 동일로 620,37.6139172,127.0767503
214,중랑구,즐거운지역아동센터,서울특별시 중랑구 동일로95길 16,37.5848649,127.0779182
215,중구,나비훨훨지역아동센터,서울특별시 중구 다산로 75,37.5629975,127.0153812
216,중구,등대지역아동센터,서울특별시 중구 중림로 10,37.558289,126.9666258
217,종로구,세종지역아동센터,서울특별시 종로구 통일로12길 10-14,37.5767841,126.9621563
218,종로구,한누리아동센터,서울특별시 종로구 통일로12길 16-5,37.5767841,126.9621563
219,종로구,연동지역아동센터,서울특별시 종로구 대학로3길 9,37.5740964,127.0013812
220,종로구,종로지역아동센터,서울특별시 종로구 지봉로13길 82,37.5774224,127.013386
221,종로구,성터지역아동센터,서울특별시 종로구 창신7가길 14-7,37.5752762,127.0095321
222,종로구,마로니에지역아동센터,서울특별시 종로구 이화장길 94,37.579674,127.0050926
223,종로구,중앙지역아동센터,서울특별시 종로구 충신길 22,37.57399835,127.00825779095182
224,종로구,사단법인 공동육아와 공동체교육 해송지역아동센터,서울특별시 종로구 낙산성곽동길 59-10,37.5761006,127.0092326
225,종로구,청암지역아동센터,서울특별시 종로구 창신8길 13,37.5775293,127.0101275
226,종로구,참신나는학교 지역아동센터,서울특별시 종로구 종로53길 7-10,37.5728775,127.0135335
227,은평구,구립오병이어 지역아동센터,서울특별시 은평구 은평로 12길 12-25,0.0,0.0
228,은평구,증산동성산 지역아동센터,서울특별시 은평구 증산서길 90,37.584176049999996,126.90728605000001
229,은평구,광암 지역아동센터,서울특별시 은평구 가좌로7라길 35-4,37.5842324,126.9168474
230,은평구,부림지역아동센터,서울특별시 은평구 연서로37길 51,37.6221623,126.9262183
231,구로구,구로구공립지역아동센터,서울특별시 구로구 천왕로 32,37.4803508,126.8397388
232,구로구,섬기는지역아동센터,서울특별시 구로구 개봉로17아길 51-12,37.4930522,126.8508703
233,구로구,구로행복한지역아동센터,서울특별시 구로구 개봉로15길 42,37.4899149,126.8548922
234,구로구,메리워드 지역아동센터,서울특별시 구로구 고척로 49,37.5026041,126.8466588
235,구로구,구로푸른학교 지역아동센터,서울특별시 구로구 가마산로23길 27,37.4961252,126.8889655
236,구로구,한사랑지역아동센터,서울특별시 구로구 구로동로8길 56,37.4866277,126.8864699
237,구로구,지역아동센터평화만들기,서울특별시 구로구 오리로20길 32,37.4976422,126.8307045
238,구로구,함사람지역아동센터,서울특별시 구로구 경서로 82-14,37.50323,126.86007
239,구로구,새솜 지역아동센터,서울특별시 구로구 새말로16길 70,37.5040615,126.8912431
240,구로구,구로지역아동센터,서울특별시 구로구 도림로 4-3,37.4858998,126.8869459
241,구로구,꿈의학교지역아동센터,서울특별시 구로구 개봉로12길 9-30,37.4876581,126.8567701
242,광진구,새빛지역아동센터,서울특별시 광진구 아차산로 330,37.5451366,127.1043841
243,광진구,어린이나라지역아동센터,서울특별시 광진구 자양로22길 58,37.5396939,127.0857016
244,광진구,중곡지역아동센터,서울특별시 광진구 자양로53길 69,37.5559072,127.090805
245,광진구,희망샘지역아동센터,서울특별시 광진구 긴고랑로 137,37.5621545,127.0833574
246,광진구,진성지역아동센터,서울특별시 광진구 용마산로26길 10,37.5672688,127.0867881
247,광진구,해피엘지역아동센터,서울특별시 광진구 자양번영로 16,37.5316065,127.0752045
248,광진구,꿈나래지역아동센터,서울특별시 광진구 영화사로 9,37.5525116,127.0995989
249,광진구,신양하늘꿈지역아동센터,서울특별시 광진구 동일로 44-10,37.5474892,127.0671604
250,광진구,새움터 지역아동센터,서울특별시 광진구 자양로 71-7,37.550554,127.0912368
251,관악구,우리들의공부방,서울특별시 관악구 남부순환로 1535,37.482913,126.9422134
252,관악구,새숲지역아동센터,서울특별시 관악구 광신길 160,37.4668582,126.9302602
253,관악구,행복한지역아동센터,서울특별시 관악구 법원단지13길 22,37.4746317,126.9209385
254,관악구,청솔지역아동센터,서울특별시 관악구 남부순환로161가길 71,37.4848196,126.9165991
255,관악구,조원지역아동센터,서울특별시 관악구 조원중앙로2길 71,37.481923,126.9114266
256,관악구,드림한누리지역아동센터,서울특별시 관악구 구암길 106,37.4888499,126.9473607
257,관악구,하늘지역아동센터,서울특별시 관악구 신림로 171,37.4858122,126.9291162
258,관악구,아담스지역아동센터,서울특별시 관악구 난곡로20길 17,37.4684017,126.9207352
259,관악구,민들레샘물 지역아동센터,서울특별시 관악구 대학20길 27,37.4647934,126.9377117
260,관악구,열린지역아동센터,서울특별시 관악구 양녕로 31,37.4824811,126.9464333
261,관악구,섬김의집,서울특별시 관악구 신림로 124,37.4858122,126.9291162
262,관악구,난향지역아동센터,서울특별시 관악구 난향7길 1,37.4615071,126.9154673
263,강서구,강서누리지역아동센터,서울특별시 강서구 송정로 32,37.5554126,126.8128665
264,강서구,소은지역아동센터,서울특별시 강서구 방화대로6나길 17,37.55578915,126.81683184637896
265,강서구,방화지역아동센터,서울특별시 강서구 양천로6길 28,37.5707907,126.8074712
266,강서구,한길지역아동센터,서울특별시 강서구 공항대로65길 21,37.5511222,126.8677905
267,강서구,좋은친구청소년지역아동센터,서울특별시 강서구 가로공원로 237,37.5370449,126.8357507
268,강서구,새하늘지역아동센터,서울특별시 강서구 화곡로24길 16,37.5392884,126.8389587
269,강서구,좋은사람들지역아동센터,서울특별시 강서구 화곡로31길 39,37.5444787,126.8404758
270,강서구,솔로몬지역아동센터,서울특별시 강서구 양천로1길 106,37.5742811,126.8074985
271,강서구,람원행복한홈스쿨 지역아동센터,서울특별시 강서구 까치산로 160-5,37.5525451,126.8543222
272,강서구,열린지역아동센터,서울특별시 강서구 초록마을로22길 8-5,37.5378136,126.8491521
273,강서구,성광행복한지역아동센터,서울특별시 강서구 양천로26길 103,37.5729006,126.8183057
274,강북구,나욧지역아동센터,서울특별시 강북구 삼각산로 157,37.6386608,127.0091326
275,강북구,아름다운 땅 지역아동센터,서울특별시 강북구 오현로 194,37.62813,127.03863
276,강북구,희망의집 지역아동센터,서울특별시 강북구 삼양로 280-1,37.632879,127.0172684
277,강북구,강북구 공립지역아동센터,서울특별시 강북구 도봉로96다길 15,37.6400695,127.0330227
278,강북구,동산비젼스쿨지역아동센터,서울특별시 강북구 오현로 10,37.6165225,127.0326216
279,강북구,서라벌아카데미지역아동센터,서울특별시 강북구 삼양로 617,37.632879,127.0172684
280,강북구,삼동지역아동센터,서울특별시 강북구 한천로105길 24,37.6251367,127.0448336
281,강북구,지역아동센터사랑의공부방,서울특별시 강북구 한천로105길 33,37.6251367,127.0448336
282,강동구,구립함께하는지역아동센터,서울특별시 강동구 상일로12길 95,37.5540517,127.1742547
283,강동구,구립길리청소년지역아동센터,서울특별시 강동구 양재대로114길 38,37.5375952,127.1412776
284,강동구,서울중심지역아동센터,서울특별시 강동구 천호대로162길 34,37.53608,127.1296561
285,강동구,오륜레인보우지역아동센터,서울특별시 강동구 강동대로53길 73,37.525568,127.1317124
286,강동구,제일강동지역아동센터,서울특별시 강동구 양재대로128길 53,37.5444639,127.145278
287,강동구,길동지역아동센터,서울특별시 강동구 천호대로187길 30,37.5378721,127.1421032
288,강동구,나래지역아동센터,서울특별시 강동구 천중로53길 21,37.5427601,127.1461466
289,강동구,암사꿈나무지역아동센터,서울특별시 강동구 상암로 89,37.54671,127.15022
290,강동구,명성지역아동센터,서울특별시 강동구 천중로35길 73-7,37.5449125,127.1379748
291,강동구,아름다운행복한홈스쿨지역아동센터,서울특별시 강동구 상암로47길 80-7,37.5499987,127.1459074
292,강동구,구립우등생지역아동센터,서울특별시 강동구 양재대로 1458,37.5660347,127.1346667
293,강동구,소리마을지역아동센터,서울특별시 강동구 구천면로 287-1,37.5508628,127.1394147
294,은평구,풍성한지역아동센터,서울특별시 은평구 은평터널로7길 2,37.5924392,126.9063525
295,은평구,샘지역아동센터,서울특별시 은평구 연서로11길 7-2,37.6085604,126.9131828
296,은평구,맑은지역아동센터,서울특별시 은평구 진흥로9길 8-17,37.6050813,126.9216141
297,은평구,비전스쿨지역아동센터,서울특별시 은평구 가좌로7나길 17,37.58384,126.9203562
298,은평구,구립광현청소년 지역아동센터,서울특별시 은평구 연서로27길 31-7,37.6191265,126.9185005
299,은평구,푸른꿈나무지역아동센터,서울특별시 은평구 불광로 121,37.6109357,126.9295137
300,은평구,동그라미지역아동센터,서울특별시 은평구 갈현로41길 9,37.6243235,126.91623465406278
301,은평구,갈현지역아동센터,서울특별시 은평구 갈현로 282,37.6231892,126.9166006
302,은평구,소망의집지역아동센터,서울특별시 은평구 역말로10길 30-1,0.0,0.0
303,은평구,진관지역아동센터,서울특별시 은평구 진관2로 29-12,37.6344831,126.9170589
304,은평구,비단산지역아동센터,서울특별시 은평구 은평터널로 164,37.5937696,126.9080543
305,은평구,그루터기지역아동센터,서울특별시 은평구 연서로21길 19,37.6156622,126.9156442
306,은평구,은평지역아동센터 열린학교,서울특별시 은평구 은평로 227,37.5980026,126.9107377
307,은평구,조은아이들지역아동센터,서울특별시 은평구 통일로68길 15,37.6135753,126.9305574
308,은평구,광현지역아동센터,서울특별시 은평구 연서로27길 31-7,37.6191265,126.9185005
309,은평구,누리사랑지역아동센터,서울특별시 은평구 증산로 401-18,37.59211985,126.91265302162867
310,용산구,한살림서울생활협동조합 용산지역아동센터,서울특별시 용산구 효창원로94길 23,37.548234,126.9643135
311,용산구,풍성한 지역아동센터,서울특별시 용산구 보광로 54,37.524804,127.0021809
312,용산구,빛나라공부방(지역아동센터),서울특별시 용산구 한강대로104길 41,37.550079,126.9760976
313,용산구,소망을찾는이,서울특별시 용산구 두텁바위로1길 70,37.5458449,126.9740127
314,영등포구,돌봄누리 지역아동센터,서울특별시 영등포구 디지털로69가길 2,37.4940301,126.9038348
315,영등포구,대림2동지역아동센터,서울특별시 영등포구 대림로23길 27,37.493486,126.8991851
316,영등포구,구립푸르름지역아동센터,서울특별시 영등포구 영등포로64길 15,37.513058,126.9159772
317,영등포구,조이드림지역아동센터,서울특별시 영등포구 당산로38길 9-3,37.5284839,126.9000325
318,영등포구,다사랑영등포지역아동센터,서울특별시 영등포구 신길로42길 35,37.5064968,126.9134693
319,영등포구,두날개지역아동센터,서울특별시 영등포구 가마산로 333,37.5041735,126.9217524
320,영등포구,솔로몬지역아동센터,서울특별시 영등포구 양평로30가길 19,37.5425145,126.8906493
321,영등포구,한울지역아동센터,서울특별시 영등포구 가마산로46가길 10,37.5005294,126.8993112
322,영등포구,한믿음지역아동센터,서울특별시 영등포구 대방천로12길 5-2,37.4986909,126.9087623
323,영등포구,사르넬리지역아동센터,서울특별시 영등포구 대림로22길 40,37.4949831,126.9036775
324,영등포구,햇살가득지역아동센터,서울특별시 영등포구 도신로15라길 2,37.5073105,126.8981585
325,영등포구,영등포좋은나무지역아동센터,서울특별시 영등포구 양산로 90-1,37.5258921,126.8897241
326,양천구,기린청소년지역아동센터,서울특별시 양천구 목동중앙본로18길 39,37.541163749999996,126.87121807406143
327,양천구,예람지역아동센터,서울특별시 양천구 화곡로4길 28,37.5371607,126.8291793
328,양천구,섬나지역아동센터,서울특별시 양천구 은행정로 32,37.5228758,126.8595244
329,양천구,드림지역아동센터,서울특별시 양천구 남부순환로61길 13,37.5310258,126.8325499
330,양천구,초록나무학교지역아동센터,서울특별시 양천구 오목로38길 29,37.5229931,126.8564727
331,양천구,우리지역아동센터,서울특별시 양천구 중앙로51길 36,37.524486,126.8476351
332,양천구,옹달샘지역아동센터,서울특별시 양천구 오목로 15,37.5240213,126.8539894
333,양천구,비둘기지역아동센터,서울특별시 양천구 지양로3길 7,37.5187663,126.8366585
334,양천구,암미신월지역아동센터,서울특별시 양천구 가로공원로55길 16,37.5363766,126.8246379
335,양천구,강서성결행복한홈스쿨지역아동센터,서울특별시 양천구 월정로19길 11,37.5294779,126.83696
336,양천구,그리스도의교회지역아동센터,서울특별시 양천구 목동중앙남로 57-7,37.5380757,126.8664826
337,양천구,선한지역아동센터,서울특별시 양천구 목동중앙남로16다길 28,37.5436275,126.8633341
338,양천구,푸른나래지역아동센터,서울특별시 양천구 남부순환로 340,37.5154906,126.8403774
339,양천구,샘물지역아동센터,서울특별시 양천구 목동중앙북로 91,37.5463823,126.8733111931282
340,양천구,한누리학교지역아동센터,서울특별시 양천구 신월로 117,37.5170397,126.8393679
341,양천구,연세지역아동센터,서울특별시 양천구 신월로27길 16,37.5214871,126.8456094
342,송파구,삼전지역아동센터,서울특별시 송파구 삼전로10길 3,37.5042139,127.0971313
343,송파구,도담지역아동센터,서울특별시 송파구 풍성로23길 41,37.5353994,127.1198782
344,송파구,해오름지역아동센터,서울특별시 송파구 백제고분로40길 23,37.503318,127.1066554
345,송파구,새비전지역아동센터,서울특별시 송파구 거마로7길 44,37.4951261,127.1438381
346,송파구,아름다운지역아동센터,서울특별시 송파구 중대로16길 9,37.4953157,127.1259912
347,송파구,기쁨지역아동센터,서울특별시 송파구 송이로34길 55,37.4844314,127.12762278457113
348,송파구,R&T지역아동센터,서울특별시 송파구 중대로36길 17,37.5063866,127.134264
349,송파구,솔빛지역아동센터,서울특별시 송파구 성내천로18길 1,37.4983837,127.1423326
350,성북구,구립종암동꿈나무키우미돌봄센터,서울특별시 성북구 종암로19길 18,37.5982648,127.0306071
351,성북구,구립 석관동 꿈나무키우미 돌봄센터,서울특별시 성북구 한천로79길 14-14,37.6112829,127.0609381
352,성북구,구립 길음동 꿈나무키우미 돌봄센터,서울특별시 성북구 서경로6길 70,37.6066933,127.0186559
353,성북구,푸른하늘 지역아동센터,서울특별시 성북구 화랑로38길 21,0.0,0.0
354,성북구,꿈나래 지역아동센터,서울특별시 성북구 정릉로 282,37.6045338,127.0125468
355,성북구,마가렛 지역아동센터,서울특별시 성북구 성북로23길 22-13,37.5925009,126.9968923
356,성북구,밤골아이네공부방,서울특별시 성북구 화랑로1길 26-3,37.6055697,127.0329227
357,성북구,꿈터 지역아동센터,서울특별시 성북구 삼선교로 54,37.5892308,127.0131998
358,성북구,목자 지역아동센터,서울특별시 성북구 종암로36길 53,37.6064346,127.0326351
359,성북구,큰나무학교 지역아동센터,서울특별시 성북구 보문로30가길 41-6,37.5897052,127.0208554
360,성북구,월곡 지역아동센터,서울특별시 성북구 동소문로42나길 26-15,37.6053105,127.029808
361,성북구,아낌없이 주는 나무 지역아동센터,서울특별시 성북구 종암로14길 12-16,37.5964977,127.0366866
362,성북구,성모의 집,서울특별시 성북구 보국문로29가길 24,37.6155748,127.002938
363,서대문구,나무를심는학교,서울특별시 서대문구 북아현로11가길 18,37.5631121,126.9542292
364,성북구,다솔 지역아동센터,서울특별시 성북구 돌곶이로31길 3,0.0,0.0
365,성북구,장위지역아동센터밀알학교,서울특별시 성북구 돌곶이로 157,37.6165667,127.0507065
366,성동구,무학지역아동센터,서울특별시 성동구 왕십리로31나길 22,37.5631168,127.02748
367,성동구,달마학교 지역아동센터,서울특별시 성동구 성덕정길 58,37.5375978,127.0540982
368,성동구,중동지역아동센터,서울특별시 성동구 서울숲6길 15,37.547576,127.0431547
369,성동구,지역아동센터 도깨비방망이 공부방,서울특별시 성동구 성덕정길 70,37.5375978,127.0540982
370,성동구,성동좋은이웃지역아동센터,서울특별시 성동구 용답중앙길 94,37.563556,127.0531681
371,성동구,숲지역아동센터,서울특별시 성동구 왕십리로21다길 20-9,37.5593903,127.0319703
372,서초구,구립 방배동 지역아동센터,서울특별시 서초구 서초대로 59,37.488985,126.9979099
373,서초구,구립 우면동 지역아동센터,서울특별시 서초구 바우뫼로4길 6,37.4692573,127.0256563
374,서초구,우면지역아동센터,서울특별시 서초구 태봉로 68,37.46433965,127.02539354999999
375,서초구,여의칸지역아동센터,서울특별시 서초구 서초대로 53,37.488985,126.9979099
376,서초구,큰사랑공부방,서울특별시 서초구 방배로13길 29,37.4824706,126.9945487
377,서대문구,새로핌지역아동센터,서울특별시 서대문구 증가로 118,37.5811438,126.9139791
378,서대문구,구립가재울지역아동센터,서울특별시 서대문구 거북골로 195-1,37.5798041,126.9077928
379,서대문구,청소년1318해피존나무를심는학교,서울특별시 서대문구 북아현로14길 55,37.5628466,126.9574413
380,서대문구,다락지역아동센터,서울특별시 서대문구 독립문공원길 95,37.5725716,126.9570351
381,마포구,행복무지개공부방지역아동센터,서울특별시 마포구 성미산로10길 36,37.5589586,126.9150811
382,마포구,옥토지역아동센터,서울특별시 마포구 토정로16길 19,37.5441406,126.9344589
383,마포구,시냇가에심은나무지역아동센터,서울특별시 마포구 새창로4라길 3,37.5407951,126.9516267
384,마포구,성산행복한홈스쿨지역아동센터,서울특별시 마포구 포은로 30,37.5518445,126.9069455
385,마포구,지역아동센터 나눔공부방,서울특별시 마포구 대흥로20길 16,37.550257,126.9445784
386,마포구,옹달샘 지역아동센터,서울특별시 마포구 월드컵로7길 41,37.5519472,126.9077187
387,노원구,구립수락지역아동센터,서울특별시 노원구 동일로242길 77,37.6748845,127.0579053
388,노원구,구립하계지역아동센터,서울특별시 노원구 노원로16길 15,37.6422144,127.0744692
389,노원구,구립한내지혜의숲지역아동센터,서울특별시 노원구 마들로 86,37.63342,127.06108
390,노원구,구립꿈나무지역아동센터,서울특별시 노원구 월계로55길 16,37.63291,127.05964
391,노원구,구립노원1지역아동센터,서울특별시 노원구 월계로55길 16,37.63291,127.05964
392,노원구,공립불암골지역아동센터,서울특별시 노원구 중계로14길 53,37.6496247,127.0819282
393,노원구,구립공릉행복지역아동센터,서울특별시 노원구 동일로179길 22,37.6218148,127.0726435
394,노원구,구립초안산숲속지역아동센터,서울특별시 노원구 덕릉로60길 199,37.6325129,127.043492
395,노원구,구립공릉지역아동센터,서울특별시 노원구 동일로 1127,37.6711927,127.0561147
396,노원구,구립월계지역아동센터,서울특별시 노원구 초안산로1길 51,37.6271355,127.0521689
397,노원구,구립상계숲속지역아동센터,서울특별시 노원구 동일로227길 106,37.66728,127.05394
398,노원구,구립상계3.4동지역아동센터,서울특별시 노원구 덕릉로 859,37.6729272,127.0832564
399,노원구,구립상계1동지역아동센터,서울특별시 노원구 동일로 1697,37.67985835,127.0548906
400,노원구,신나는지역아동센터,서울특별시 노원구 중계로14가길 29,37.6490577,127.0811663
401,노원구,열림지역아동센터,서울특별시 노원구 동일로231다길 6,37.6726613,127.05113
402,노원구,샛별지역아동센터,서울특별시 노원구 동일로237길 92,37.6733643,127.0514676
403,노원구,마음터지역아동센터,서울특별시 노원구 덕릉로 849,37.650218,127.0711283
404,노원구,금빛지역아동센터,서울특별시 노원구 상계로26길 20,37.6581595,127.070676
405,노원구,태릉지역아동센터,서울특별시 노원구 동일로174길 9-4,37.6196035,127.0758177
406,금천구,함께하는사랑밭독산지역아동센터,서울특별시 금천구 문성로 44,37.4769237,126.9091994
407,금천구,CLC희망학교지역아동센터,서울특별시 금천구 시흥대로 306,37.46098005,126.89848574309083
408,금천구,신광지역아동센터,서울특별시 금천구 한내로 69-15,37.4566582,126.8875494
409,금천구,살구지역아동센터,서울특별시 금천구 시흥대로148길 27,37.4750141,126.9008901
410,금천구,금천영재지역아동센터,서울특별시 금천구 시흥대로18길 16,37.4403116,126.9044017
411,금천구,비전지역아동센터,서울특별시 금천구 독산로22길 60,37.4529065,126.9101325
412,금천구,전진상지역아동센터,서울특별시 금천구 탑골로3가길 22,37.4522455,126.9107889
413,금천구,성원미디어스쿨지역아동센터,서울특별시 금천구 독산로74길 31,37.4690188,126.9036381
414,금천구,한사랑지역아동센터,서울특별시 금천구 시흥대로47길 32,37.44988335,126.90029118937073
415,구로구,금강지역아동센터,서울특별시 구로구 고척로52길 98,37.5014173,126.8558349
416,구로구,하모니지역아동센터,서울특별시 구로구 개봉로11길 28-15,37.4873179,126.8523021
417,강남구,LH 행복꿈터 열린마음 지역아동센터,서울특별시 강남구 자곡로3길 22,37.4705072,127.0898211
